 #  | matching ident  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  Mag J  |  Mag H  |  Mag K  |  Mag g  |    spec. type     |#bib|#not
678 |WRAY 15-539      |Gaia DR3 5244458331772395008       |Em*|10 16 40.5302827248 -68 58 51.203061480|     ~   |10.70    |10.78    |     ~   |     ~   |10.811   |10.727   |10.538   |     ~   |~                  |   3|   0
679 |WRAY 15-540      |Gaia DR3 5253154747232538880       |Be*|10 17 52.1764157664 -61 35 17.099383668|10.38    |11.40    |11.20    |11.32    |     ~   |10.424   |10.268   |9.966    |11.48    |B2Ve               |  19|   0
680 |WRAY 15-541      |Gaia DR3 5253098362895596672       |Em*|10 18 46.7214437736 -62 14 02.052062844|     ~   |11.61    |11.48    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
681 |WRAY 15-542      |Gaia DR3 5255115039010480128       |Be*|10 19 18.1427872752 -59 17 48.880423212|9.81     |10.38    |10.08    |10.07    |     ~   |8.792    |8.555    |8.267    |10.18    |B0                 |  22|   0
682 |WRAY 15-543      |THA 35-II-27                       |PN |10 19 32.501 -60 13 29.48              |     ~   |     ~   |12.5     |     ~   |     ~   |10.981   |10.140   |8.849    |     ~   |B:Ie               |  89|   0
683 |WRAY 15-544      |Gaia DR3 5255506632621630976       |Em*|10 19 45.5586772128 -58 48 30.483731448|     ~   |     ~   |14.0     |     ~   |     ~   |10.182   |9.639    |9.189    |     ~   |M6                 |   3|   0
684 |WRAY 15-545      |Gaia DR3 5258667561060094464       |Em*|10 20 13.3354304688 -57 49 24.215403972|     ~   |10.39    |10.38    |     ~   |     ~   |10.145   |10.159   |10.062   |     ~   |B8                 |   8|   0
685 |WRAY 15-547      |Gaia DR3 5232435687520582528       |Em*|10 20 34.0578419064 -69 21 00.886348440|     ~   |13.71    |12.00    |     ~   |     ~   |10.14    |9.554    |9.491    |     ~   |~                  |   1|   0
686 |WRAY 15-549      |MR 22                              |PN |10 21 33.85920 -58 05 47.6628          |     ~   |     ~   |     ~   |     ~   |     ~   |9.877    |8.966    |7.399    |     ~   |A2Ie               | 101|   0
687 |WRAY 15-550      |Gaia DR3 5358748373596591744       |Em*|10 21 46.4422854912 -50 46 32.239389360|     ~   |11.67    |11.10    |     ~   |     ~   |10.18    |9.987    |9.923    |     ~   |~                  |   2|   0
688 |WRAY 15-551      |Gaia DR3 5355772992064772352       |Em*|10 21 48.9669036024 -54 03 32.550683544|10.58    |11.33    |11.22    |11.20    |     ~   |10.439   |10.350   |10.102   |11.24    |OB-e               |  10|   0
689 |WRAY 15-552      |Gaia DR3 5255440734965703936       |Em*|10 21 48.5842810056 -59 17 10.184924940|     ~   |11.97    |11.47    |11.20    |     ~   |9.735    |9.471    |9.058    |11.71    |OBe                |  12|   0
690 |WRAY 15-554      |Gaia DR3 5255424444128935168       |Em*|10 22 44.4064542888 -59 29 39.412235112|     ~   |13.50    |12.63    |     ~   |     ~   |10.059   |9.569    |9.153    |     ~   |B1Vnne             |   8|   0
691 |WRAY 15-555      |Gaia DR3 5354831603941602944       |Be*|10 22 56.5048653696 -56 29 59.558980164|     ~   |11.80    |11.02    |10.56    |     ~   |9.154    |9.006    |8.877    |11.40    |B1Ve               |  18|   0
692 |WRAY 15-556      |Gaia DR3 5255045082580350080       |s*b|10 22 53.8430096928 -59 37 28.363616256|9.16     |9.66     |8        |8.15     |     ~   |4.559    |3.889    |3.641    |9.72     |LBV                | 330|   0
693 |WRAY 15-557      |Gaia DR3 5255670567254167168       |Be*|10 23 07.8387872352 -57 59 51.216413604|8.16     |8.95     |8.65     |9.41     |     ~   |8.07     |7.878    |7.493    |8.79     |B0/3e(p)           |  46|   0
694 |WRAY 15-558      |Gaia DR3 5254793942926363392       |PN |10 23 09.1381004472 -60 32 42.103742784|     ~   |     ~   |     ~   |     ~   |     ~   |11.046   |10.896   |10.216   |     ~   |O(H)7-9I           | 135|   2
695 |WRAY 15-559      |Gaia DR3 5254690936770771712       |Em*|10 23 19.7931296808 -60 53 24.250363764|     ~   |11.98    |12.16    |     ~   |     ~   |11.48    |11.428   |11.431   |     ~   |~                  |   2|   0
696 |WRAY 15-560      |Gaia DR3 5255226295855969408       |Be*|10 24 50.6529091992 -59 47 32.536425012|     ~   |9.11     |9.16     |     ~   |     ~   |9.108    |9.109    |9.087    |     ~   |B8/9Vn             |  15|   0
697 |WRAY 15-561      |Gaia DR3 5255567144415671552       |Em*|10 25 02.0730332472 -58 38 59.549963532|     ~   |     ~   |11.2     |     ~   |     ~   |8.938    |8.247    |7.888    |     ~   |OB:                |   6|   0
698 |WRAY 15-562      |Gaia DR3 5254738280150676864       |Em*|10 25 19.8232973592 -60 49 10.115225796|     ~   |     ~   |13.2     |     ~   |     ~   |11.129   |10.799   |10.435   |     ~   |~                  |   2|   0
699 |WRAY 15-563      |Gaia DR3 5254837481061130624       |Em*|10 25 24.5015434008 -59 56 42.284928876|     ~   |10.87    |10.99    |     ~   |     ~   |10.429   |10.403   |10.275   |     ~   |B8                 |   9|   0
700 |WRAY 15-564      |Gaia DR3 5252306611444796672       |Be*|10 25 19.6936397208 -62 26 30.951830616|9.85     |10.60    |10.44    |10.50    |     ~   |9.791    |9.601    |9.417    |10.75    |OBe                |  23|   0
701 |WRAY 15-565      |Gaia DR3 5255570954053976960       |LP?|10 25 44.5127648184 -58 33 52.267356252|     ~   |11.86    |10.81    |     ~   |     ~   |6.694    |5.889    |4.849    |     ~   |A1IIIe             |  18|   0
702 |WRAY 15-566      |Gaia DR3 5254734230050513920       |LP?|10 25 51.3455958672 -60 53 13.156998000|     ~   |16.0     |14.2     |     ~   |     ~   |5.341    |4.22     |3.829    |     ~   |M6III              |  10|   0
703 |WRAY 15-567      |Gaia DR3 5252270052680155264       |Em*|10 25 48.0333365976 -62 33 11.146693608|     ~   |11.60    |11.75    |     ~   |     ~   |11.611   |11.61    |11.592   |     ~   |B5/7               |   4|   0
704 |WRAY 15-568      |Gaia DR3 5255278041625280768       |Be*|10 25 58.9568547216 -58 59 44.657271492|     ~   |10.25    |9.90     |9.98     |     ~   |9.149    |8.928    |8.599    |10.09    |B3V(e)             |  22|   0
705 |WRAY 15-569      |Gaia DR3 5255569755777662336       |Be*|10 26 07.1205987408 -58 37 01.920984708|8.72     |9.24     |9.21     |     ~   |     ~   |8.536    |8.446    |8.284    |     ~   |B3/5(III)          |  23|   0
706 |WRAY 15-570      |Gaia DR3 5255263674909599104       |Em*|10 26 14.8911080016 -59 18 47.948189544|     ~   |12.15    |12.02    |     ~   |     ~   |10.994   |10.772   |10.581   |     ~   |~                  |   3|   0
707 |WRAY 15-572      |Gaia DR3 5255569549619300096       |WR*|10 26 31.4087563344 -58 38 26.182481568|9.53     |10.07    |9.65     |9.84     |     ~   |8.414    |8.22     |8.033    |9.86     |WN5+O4-6           | 167|   0
708 |WRAY 15-573      |Gaia DR3 5255373974002563968       |Em*|10 26 43.4341705512 -58 49 32.818815480|9.95     |10.21    |10.23    |     ~   |     ~   |10.221   |10.249   |10.226   |     ~   |B9                 |   9|   0
709 |WRAY 15-574      |Gaia DR3 5255368059796404992       |Em*|10 26 46.3408233840 -58 59 26.071953252|     ~   |     ~   |12.0     |     ~   |     ~   |10.043   |9.641    |9.268    |13.229   |OB                 |   3|   0
710 |WRAY 15-575      |Gaia DR3 5255251069228448768       |Em*|10 26 47.8398709992 -59 25 30.136084140|     ~   |11.68    |11.42    |     ~   |     ~   |10.576   |10.527   |10.407   |     ~   |~                  |   2|   0
711 |WRAY 15-576      |Gaia DR3 5255272440987862656       |Em*|10 26 48.7331731392 -59 08 19.015633392|     ~   |     ~   |12.3     |     ~   |     ~   |10.241   |9.755    |9.330    |13.209   |OB                 |   3|   0
712 |WRAY 15-577      |Gaia DR3 5351713148448748928       |Em*|10 27 05.5665334224 -57 36 26.866271268|     ~   |11.53    |11.17    |10.92    |     ~   |10.197   |10.101   |10.043   |11.31    |OB+e               |  16|   0
713 |WRAY 15-578      |Gaia DR3 5351700847662617088       |Em*|10 27 32.5668199080 -57 39 22.218262308|9.47     |10.21    |9.94     |9.93     |9.19     |8.809    |8.627    |8.310    |10.04    |OB+e               |  26|   0
714 |WRAY 15-579      |WRAY 15-579                        |Em*|10 27 51.33 -43 54 13.2                |     ~   |     ~   |11.50    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   2|   0
715 |WRAY 15-580      |Gaia DR3 5254728629412608384       |Em*|10 27 59.2901145504 -60 45 04.228449408|     ~   |11.07    |10.98    |11.06    |     ~   |10.674   |10.572   |10.417   |10.98    |B1/3               |  13|   0
716 |WRAY 15-581      |Gaia DR3 5255256394988699392       |Em*|10 28 02.2956153264 -59 14 31.911726804|11.53    |11.76    |11.53    |     ~   |     ~   |11.315   |11.302   |11.186   |     ~   |~                  |   3|   0
717 |WRAY 15-582      |Gaia DR3 5351495956229559040       |Em*|10 28 13.6536338448 -58 09 05.646109644|     ~   |     ~   |12.3     |     ~   |     ~   |10.595   |10.371   |10.088   |     ~   |~                  |   2|   0
718 |WRAY 15-583      |Gaia DR3 5351843028258094592       |Em*|10 28 27.4608999096 -57 05 43.310791860|     ~   |11.51    |11.37    |11.42    |     ~   |10.734   |10.633   |10.457   |11.39    |A2Iae              |  11|   0
719 |WRAY 15-584      |Gaia DR3 5351720123476416896       |Be*|10 28 31.5202180920 -57 42 18.235272276|9.55     |10.41    |10.0     |10.24    |9.47     |9.10     |     ~   |8.62     |     ~   |B1Vne              |  27|   0
720 |WRAY 15-585      |Gaia DR3 5255198975522299392       |Em*|10 28 37.6149846072 -59 32 23.316386388|     ~   |12.05    |12.31    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   3|   0
721 |WRAY 15-586      |Gaia DR3 5351831788315473024       |Em*|10 29 40.8777444720 -57 06 49.800468492|     ~   |     ~   |12.4     |     ~   |     ~   |10.111   |9.721    |9.375    |     ~   |~                  |   3|   0
722 |WRAY 15-587      |Gaia DR3 5351880446017565056       |Be*|10 29 47.2015633968 -56 36 46.390119048|10.34    |10.72    |10.12    |10.10    |     ~   |8.57     |8.40     |8.03     |10.60    |B0Ve               |  22|   0
723 |WRAY 15-588      |Gaia DR3 5255303536534995968       |Em*|10 30 05.6903288760 -59 11 51.735008688|     ~   |12.18    |11.60    |     ~   |     ~   |10.425   |10.243   |10.05    |     ~   |~                  |   3|   0
724 |WRAY 15-589      |Gaia DR3 5252244519060011904       |Em*|10 30 00.3436264320 -62 37 17.062446432|     ~   |11.70    |11.62    |     ~   |     ~   |     ~   |     ~   |     ~   |     ~   |~                  |   3|   0
725 |WRAY 15-590      |Gaia DR3 5232543130423328640       |Be*|10 30 06.8305814952 -68 33 07.304026932|     ~   |7.93     |7.98     |     ~   |     ~   |7.617    |7.602    |7.440    |     ~   |B8V                |  16|   0
726 |WRAY 15-592      |Gaia DR3 5232542889904982400       |Be*|10 30 22.8378759408 -68 33 44.645330376|     ~   |9.70     |9.72     |     ~   |     ~   |9.481    |9.385    |9.160    |     ~   |Be                 |   7|   0
727 |WRAY 15-593      |Gaia DR3 5255293052487580416       |Be*|10 31 24.5031047976 -59 18 02.616471216|     ~   |9.48     |9.49     |     ~   |     ~   |9.259    |9.280    |9.227    |     ~   |B7II/III           |  11|   0
728 |WRAY 15-594      |Gaia DR3 5254392178870152576       |Be*|10 31 39.8614421016 -60 17 10.920150924|8.64     |9.41     |9.26     |9.72     |     ~   |8.779    |8.630    |8.458    |10.25    |B0Ve               |  30|   0
729 |WRAY 15-595      |Gaia DR3 5351426691318320128       |Em*|10 32 02.6883565968 -58 28 40.464906888|     ~   |     ~   |11.8     |     ~   |     ~   |10.296   |10.032   |9.555    |     ~   |~                  |   3|   0
730 |WRAY 15-596      |Gaia DR3 5254417742505041920       |Em*|10 32 16.6229400336 -60 10 12.976983516|     ~   |12.11    |11.79    |     ~   |     ~   |11.366   |11.390   |11.357   |     ~   |~                  |   3|   0
731 |WRAY 15-597      |Gaia DR3 5255330538963954432       |LP?|10 32 34.5614680152 -58 49 04.905734304|     ~   |     ~   |13.6     |     ~   |     ~   |9.488    |8.925    |8.498    |14.243   |OB                 |   4|   0
732 |WRAY 15-598      |Gaia DR3 5351679132313565312       |Em*|10 32 44.2061924208 -56 46 54.614825400|     ~   |12.0     |11.82    |     ~   |     ~   |11.019   |10.846   |10.739   |     ~   |B8Ve               |   6|   0
733 |WRAY 15-599      |Gaia DR3 5254377438510682240       |Be*|10 32 49.2635284056 -60 27 08.515392912|10.25    |11.05    |10.82    |10.95    |     ~   |10.151   |10.055   |9.825    |11.07    |OB+                |  24|   0
734 |WRAY 15-600      |Gaia DR3 5255321025643267840       |Em*|10 32 53.5610738496 -59 01 41.079433368|     ~   |     ~   |14.2     |     ~   |     ~   |11.703   |11.316   |11.034   |     ~   |~                  |   2|   0
735 |WRAY 15-601      |Gaia DR3 5351408583736019200       |Em*|10 32 56.1063634488 -58 41 50.938568700|     ~   |11.95    |11.26    |10.93    |     ~   |9.384    |9.046    |8.811    |11.60    |OB+:e              |  10|   0
736 |WRAY 15-602      |Gaia DR3 5351429611896489472       |Em*|10 33 08.3226286968 -58 26 07.880768160|     ~   |10.04    |10.08    |10.37    |     ~   |10.087   |10.067   |9.934    |9.98     |B0                 |   7|   0
737 |WRAY 15-603      |Gaia DR3 5253899391491721088       |Be*|10 33 14.7671638368 -61 25 40.948948488|9.75     |10.31    |9.97     |10.01    |     ~   |8.691    |8.422    |8.133    |10.40    |OB+e               |  22|   0
738 |WRAY 15-604      |Gaia DR3 5351416967512617088       |Em*|10 33 22.9010161320 -58 31 50.060682156|     ~   |     ~   |11.4     |     ~   |     ~   |10.197   |9.901    |9.658    |     ~   |OB+:e              |   4|   0
739 |WRAY 15-605      |Gaia DR3 5255323563936462592       |Em*|10 33 35.2888763592 -58 59 23.753170644|     ~   |     ~   |12.6     |     ~   |     ~   |10.477   |10.047   |9.708    |     ~   |~                  |   2|   0
740 |WRAY 15-606      |Gaia DR3 5251972119383929856       |EB*|10 33 31.7047565400 -63 43 33.781357344|     ~   |13.27    |12.53    |12.40    |     ~   |10.925   |10.631   |10.454   |12.89    |~                  |   5|   0
741 |WRAY 15-607      |Gaia DR3 5254534393801144960       |Be*|10 34 08.8436670672 -59 28 54.008764212|10.23    |11.15    |10.71    |10.64    |     ~   |9.715    |9.517    |9.296    |11.03    |O8                 |  23|   0
742 |WRAY 15-609      |Gaia DR3 5353944229351355648       |Em*|10 34 53.3636485536 -54 45 17.078393844|     ~   |12.34    |12.04    |11.89    |     ~   |10.735   |10.434   |10.211   |     ~   |~                  |   3|   1
743 |WRAY 15-610      |Gaia DR1 5254408014347479296       |** |10 34 48.547704 -60 13 03.86724        |8.98     |9.99     |9.72     |10.12    |     ~   |9.204    |8.978    |     ~   |10.34    |OB                 |  17|   0
744 |WRAY 15-611      |Gaia DR3 5254553394737393664       |Em*|10 35 59.4716375592 -59 18 52.136832096|     ~   |11.63    |11.39    |11.46    |     ~   |10.810   |10.716   |10.690   |11.47    |OBe                |  11|   0
745 |WRAY 15-612      |Gaia DR3 5251808704462892160       |Be*|10 35 59.0116051440 -64 14 33.934416792|7.97     |8.39     |8.37     |     ~   |     ~   |8.129    |8.068    |7.958    |     ~   |B7/8Vne            |  15|   0
746 |WRAY 15-613      |Gaia DR3 5354532364988388992       |Em*|10 37 30.0436706664 -52 54 02.438868384|     ~   |11.13    |10.97    |     ~   |     ~   |10.365   |10.252   |10.217   |     ~   |A5                 |   4|   0
747 |WRAY 15-615      |Gaia DR3 5254338882553905664       |Be*|10 37 54.0073932384 -60 31 11.295451200|9.94     |10.847   |10.681   |10.793   |     ~   |10.348   |10.306   |10.298   |10.868   |B3                 |  21|   0
748 |WRAY 15-616      |Gaia DR3 5254435506476103040       |Em*|10 38 17.0255802384 -60 21 22.960752732|     ~   |11.60    |11.15    |     ~   |     ~   |10.998   |10.914   |10.897   |     ~   |B7                 |   2|   0
749 |WRAY 15-617      |Gaia DR3 5353896641113637504       |Em*|10 38 48.3475776192 -54 10 03.465764616|     ~   |10.03    |10.04    |     ~   |     ~   |10.034   |10.037   |10.007   |     ~   |B/A+G              |   7|   0
750 |WRAY 15-618      |Gaia DR3 5351976309691987840       |Em*|10 38 46.8769582584 -57 04 29.693417880|     ~   |10.31    |10.26    |     ~   |     ~   |10.039   |10.024   |10.010   |     ~   |A2                 |   5|   0
751 |WRAY 15-619      |Gaia DR3 5360768073375283712       |Sy*|10 39 08.6786794704 -51 24 12.651866460|     ~   |     ~   |12.26    |     ~   |     ~   |5.235    |4.191    |3.864    |     ~   |M7                 |  27|   0
752 |WRAY 15-620      |THA 35-II-78                       |Em*|10 38 58.05 -60 25 37.6                |     ~   |     ~   |12.4     |     ~   |     ~   |11.956   |11.841   |11.679   |     ~   |~                  |   3|   0
753 |WRAY 15-621      |Gaia DR3 5254137160888722816       |Em*|10 39 15.0609915696 -60 50 17.224715580|     ~   |13.204   |12.967   |12.943   |     ~   |11.582   |10.593   |9.672    |     ~   |OB:e               |   4|   0
754 |WRAY 15-622      |Gaia DR3 5351210499854147200       |Em*|10 39 20.9981217792 -57 27 41.367805056|     ~   |     ~   |13.4     |     ~   |     ~   |11.292   |10.904   |10.609   |     ~   |~                  |   2|   0
755 |WRAY 15-623      |Gaia DR3 5239929340328552832       |Em*|10 39 27.6691801056 -63 39 02.336439888|     ~   |10.94    |10.83    |     ~   |     ~   |10.457   |10.460   |10.336   |     ~   |A5                 |   4|   0
756 |WRAY 15-624      |Gaia DR3 5253453157222874368       |Em*|10 39 31.2395415048 -63 12 45.111375072|     ~   |12.58    |12.00    |     ~   |     ~   |11.366   |11.158   |10.979   |     ~   |~                  |   2|   0
757 |WRAY 15-625      |Gaia DR3 5351221666769769344       |Em*|10 39 54.3365087856 -57 10 16.346083044|     ~   |12.16    |11.62    |11.50    |     ~   |10.117   |9.926    |9.801    |11.85    |OB+e               |  13|   0
758 |WRAY 15-626      |Gaia DR3 5253501020336779776       |Em*|10 40 06.0097253064 -62 35 40.957125360|     ~   |12.65    |12.42    |     ~   |     ~   |11.550   |11.135   |10.866   |     ~   |~                  |   5|   0
759 |WRAY 15-627      |Gaia DR3 5350718743267756160       |Be*|10 41 04.0840158144 -58 34 13.060668252|8.84     |9.67     |9.44     |9.79     |     ~   |8.704    |8.55     |8.216    |9.79     |Oe                 |  44|   0
760 |WRAY 15-628      |Gaia DR3 5350370026290390912       |WR*|10 41 17.5158425712 -59 40 36.895992960|5.68     |6.50     |6.42     |7.38     |     ~   |5.705    |5.578    |5.389    |     ~   |WN7h+O9III-V       | 417|   0
761 |WRAY 15-629      |Gaia DR3 5254231547073653632       |Em*|10 41 20.6436829272 -60 30 14.824944396|     ~   |10.10    |9.98     |     ~   |     ~   |9.459    |9.393    |9.305    |     ~   |B8                 |   8|   0
762 |WRAY 15-630      |Gaia DR3 5254133003359671808       |Be*|10 41 22.6486689504 -60 46 32.445208164|9.14     |9.87     |9.71     |9.96     |     ~   |9.074    |8.718    |8.372    |9.71     |B2                 |  24|   0
763 |WRAY 15-631      |Gaia DR3 5254237628748054528       |Em*|10 41 25.0676838216 -60 26 06.521281188|     ~   |12.77    |11.39    |     ~   |     ~   |11.823   |11.708   |11.584   |     ~   |~                  |   2|   0
764 |WRAY 15-632      |Gaia DR3 5254130147142918144       |Em*|10 41 55.6920994560 -60 47 13.998834960|     ~   |10.55    |10.50    |     ~   |     ~   |10.114   |10.014   |9.903    |     ~   |B5                 |   8|   0
765 |WRAY 15-633      |Gaia DR3 5253654200386962560       |Em*|10 42 18.4044982968 -61 45 23.996611764|     ~   |11.60    |11.68    |     ~   |     ~   |11.204   |11.215   |11.212   |     ~   |B7                 |   4|   0
766 |WRAY 15-634      |Gaia DR3 5254042259282911488       |Em*|10 42 37.7357004240 -61 20 19.087695564|     ~   |10.82    |10.64    |     ~   |     ~   |10.413   |10.319   |10.198   |     ~   |B5/6               |   3|   0
